Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region
8/13/2017,1.47,209771.02,47263.33,78914.53,6255.4,77337.76,67363.49,6829.83,3144.44,conventional,2017,Charlotte
8/13/2017,2.35,10438.1,33,4739.09,242.97,5423.04,5418.6,4.44,0,organic,2017,Charlotte
8/20/2017,1.52,212479.12,57230.8,69135.38,5602.86,80510.08,71101.96,5397.01,4011.11,conventional,2017,Charlotte
8/20/2017,2.48,10482.69,92.36,4682.08,200.75,5507.5,5500.83,6.67,0,organic,2017,Charlotte
8/27/2017,1.58,208438.23,60886.4,65605,5772.92,76173.91,69562.98,5067.6,1543.33,conventional,2017,Charlotte
8/27/2017,2.83,9801.89,66.38,4585.79,175.49,4974.23,4970.9,3.33,0,organic,2017,Charlotte
9/3/2017,1.65,200900.91,49285.16,69478.02,6029.05,76108.68,67996.4,4698.95,3413.33,conventional,2017,Charlotte
9/3/2017,2.82,10311.34,17.76,4696.17,241.64,5355.77,5203.28,152.49,0,organic,2017,Charlotte
9/10/2017,1.69,187822.6,45960.24,68912.39,5424.48,67525.49,63280.77,3374.72,870,conventional,2017,Charlotte
9/10/2017,2.8,10286.63,68.51,4094.41,222.11,5901.6,5892.22,9.38,0,organic,2017,Charlotte
9/17/2017,1.61,192447.11,56017.67,64593.12,5176.8,66659.52,62156.95,4502.57,0,conventional,2017,Charlotte
9/17/2017,2.77,8821.08,22.96,4305.79,157.1,4335.23,4168.73,166.5,0,organic,2017,Charlotte
9/24/2017,1.72,186923.93,47607.14,71519.48,5336.34,62460.97,57929.86,4531.11,0,conventional,2017,Charlotte
9/24/2017,2.55,10375.19,22.31,4284.88,118.25,5949.75,5560.32,389.43,0,organic,2017,Charlotte
10/1/2017,1.76,180280.25,43576.07,74145.54,4797.8,57760.84,52513.87,5246.97,0,conventional,2017,Charlotte
10/1/2017,2.82,8276.33,12.62,4182.38,174.37,3906.96,3656.44,250.52,0,organic,2017,Charlotte
10/8/2017,1.77,178991.71,50017.71,66076.12,4781.98,58115.9,52744.08,5371.82,0,conventional,2017,Charlotte
10/8/2017,2.67,9398.69,30.6,3911.27,130.82,5326,5147.98,178.02,0,organic,2017,Charlotte
10/15/2017,1.7,175323.3,45266.57,68119.98,5567.33,56369.42,49194.6,7172.6,2.22,conventional,2017,Charlotte
10/15/2017,2.38,10195.59,64,3476.86,161.46,6493.27,6320.51,172.76,0,organic,2017,Charlotte
10/22/2017,1.64,168237.31,44543.75,65040.05,4652.86,54000.65,50704.73,3295.92,0,conventional,2017,Charlotte
10/22/2017,2.08,11569.34,36.2,4320.47,181.26,7031.41,6886.3,145.11,0,organic,2017,Charlotte
10/29/2017,1.49,183224.98,52951.42,62872,4716.56,62685,56997.63,5687.37,0,conventional,2017,Charlotte
10/29/2017,2.02,11245.23,43.32,3776.83,160.97,7264.11,7117.43,146.68,0,organic,2017,Charlotte
11/5/2017,1.47,187381.18,46741.48,65173.5,4855.57,70610.63,66781.57,3829.06,0,conventional,2017,Charlotte
11/5/2017,2.22,9818.51,31.39,4550.54,194.47,5042.11,4819.49,222.62,0,organic,2017,Charlotte
11/12/2017,1.44,190445,53681,65657,4551,66556,62017,4539,0,conventional,2017,Charlotte
11/12/2017,2.15,9048.5,16.49,3865.41,176.72,4989.88,4734.38,255.5,0,organic,2017,Charlotte
11/19/2017,1.4,179011,47542,59312,3820,68336,65221,3115,0,conventional,2017,Charlotte
11/19/2017,2.13,7918.52,7.04,3853.79,131.39,3926.3,3802.47,123.83,0,organic,2017,Charlotte
11/26/2017,1.4,170412,45363,56764,3742,64544,61925,2619,0,conventional,2017,Charlotte
11/26/2017,2.11,8485.97,21.02,3663.49,157.71,4643.75,4345.21,298.54,0,organic,2017,Charlotte
12/3/2017,1.26,220837,58826,94262,4556,63193,59298,3895,0,conventional,2017,Charlotte
12/3/2017,1.9,9558.48,20.01,4864.47,210.73,4463.27,4270.85,192.42,0,organic,2017,Charlotte
12/10/2017,1.02,277528.93,58726.14,60515.61,4428.39,153858.79,146050.48,7808.31,0,conventional,2017,Charlotte
12/10/2017,1.91,10004.14,4.18,4292.94,202.41,5504.61,5497.94,6.67,0,organic,2017,Charlotte
12/17/2017,1.26,189529.04,58017.31,56564.52,3658.03,71289.18,66708.48,4580.7,0,conventional,2017,Charlotte
12/17/2017,1.86,9678.6,1.2,4729.56,227.56,4720.28,4720.28,0,0,organic,2017,Charlotte
12/24/2017,1.33,182537.83,53317.48,58732.18,3839.91,66648.26,63206.54,3441.72,0,conventional,2017,Charlotte
12/24/2017,1.83,9064.06,6.59,3987.42,214.4,4855.65,4855.65,0,0,organic,2017,Charlotte
12/31/2017,0.93,346356.5,60766.53,108930.41,6349.26,170310.3,162934.08,7369.55,6.67,conventional,2017,Charlotte
12/31/2017,1.71,11939.07,34.71,5197.49,198.71,6508.16,6416.36,91.8,0,organic,2017,Charlotte
1/8/2018,1.381602973,242910.76,67377.72,72975.51,4534.47,88626.92,0,0,0,Conventional,2018,Charlotte
1/8/2018,1.694857528,12762.54,19.99,5576.74,201.62,4171.26,0,0,0,Organic,2018,Charlotte
1/14/2018,1.432090027,241954.52,58743.03,88905.04,5129.84,81846.09,0,0,0,Conventional,2018,Charlotte
1/14/2018,1.694389103,14138.9,16.36,6378.86,229.58,4608.29,0,0,0,Organic,2018,Charlotte
1/21/2018,1.176200329,308631.32,71545.17,73473.16,4406.97,148329.89,0,0,0,Conventional,2018,Charlotte
1/21/2018,1.683751054,11951.65,6.21,4930.3,222.98,4643.1,0,0,0,Organic,2018,Charlotte
1/28/2018,1.44042874,233960.44,66444.36,72753.81,4522.56,80357.26,0,0,0,Conventional,2018,Charlotte
1/28/2018,1.646118485,12930.46,19.61,5981,255.27,3357.24,0,0,0,Organic,2018,Charlotte
2/4/2018,1.060598683,376169.51,83478.62,90006.03,6131.56,182360.22,0,0,0,Conventional,2018,Charlotte
2/4/2018,1.743900748,13510.98,21.45,4680.01,183.14,4705.97,0,0,0,Organic,2018,Charlotte
2/11/2018,1.253495715,242421.3,67189.4,61203.3,4876.9,99278.42,0,0,0,Conventional,2018,Charlotte
2/11/2018,1.775781056,11826.93,6.74,5028.6,216.45,3806.64,0,0,0,Organic,2018,Charlotte
2/18/2018,1.424118035,209916.52,51565.29,67823.01,4967.74,78479.34,0,0,0,Conventional,2018,Charlotte
2/18/2018,1.75091457,12502.12,19.79,5182.84,212.3,4497.02,0,0,0,Organic,2018,Charlotte
2/25/2018,1.406417719,228925.24,61515.81,80949.54,5121.96,73335.66,0,0,0,Conventional,2018,Charlotte
2/25/2018,1.789062002,12483.39,57.97,5205.66,168.37,4241.74,0,0,0,Organic,2018,Charlotte
3/4/2018,1.381480997,239195.57,64630.73,71703.74,5440.18,85183.54,0,0,0,Conventional,2018,Charlotte
3/4/2018,1.687622289,12614.93,33.97,5796.55,239.24,3186.62,0,0,0,Organic,2018,Charlotte
3/11/2018,1.338964747,256200.06,70071.1,87467.38,5613.18,81510.47,0,0,0,Conventional,2018,Charlotte
3/11/2018,1.648944245,13997,26.06,6015.9,200.91,4816.88,0,0,0,Organic,2018,Charlotte
3/18/2018,1.053242602,357086.83,70698.94,83420.12,4779.66,187133.77,0,0,0,Conventional,2018,Charlotte
3/18/2018,1.613184332,12539.47,53.91,5065.62,180.42,3967.43,0,0,0,Organic,2018,Charlotte
3/25/2018,1.374939117,239599.56,67207.89,76984.73,4962.35,79446.03,0,0,0,Conventional,2018,Charlotte
3/25/2018,1.634727249,12479.15,16.23,5195.38,144.01,4047.29,0,0,0,Organic,2018,Charlotte
4/1/2018,1.382497547,240781.32,65322.74,76644.07,4935.06,84605.84,0,0,0,Conventional,2018,Charlotte
4/1/2018,1.765312701,12702.12,15.87,4854.05,114.86,4576.23,0,0,0,Organic,2018,Charlotte
4/8/2018,1.401640944,239404.56,63199.35,74023.64,5743.69,83757.58,0,0,0,Conventional,2018,Charlotte
4/8/2018,1.795382114,13010.1,30.51,5188.71,142.75,4218.54,0,0,0,Organic,2018,Charlotte
4/15/2018,1.287013539,264193.7,83502.55,75917.15,5620.97,83526.26,0,0,0,Conventional,2018,Charlotte
4/15/2018,1.735847852,14955.18,29.28,5518.58,140.54,4601.95,0,0,0,Organic,2018,Charlotte
4/22/2018,1.355821516,251022.47,72903.34,75306.08,5810.81,82016.26,0,0,0,Conventional,2018,Charlotte
4/22/2018,1.767446838,14303.86,28.9,5087.67,124.72,5133.06,0,0,0,Organic,2018,Charlotte
4/29/2018,1.302709199,277037.38,83976.67,78540.42,5786.88,90422.9,0,0,0,Conventional,2018,Charlotte
4/29/2018,1.670938044,13646.56,55.98,5888.08,191.69,3936.45,0,0,0,Organic,2018,Charlotte
5/6/2018,0.987238633,409167.09,90990.83,120541.28,6449.59,170749.5,0,0,0,Conventional,2018,Charlotte
5/6/2018,1.618116603,13829.4,20.37,5566.99,131.41,4350.12,0,0,0,Organic,2018,Charlotte
5/13/2018,1.286976797,268551.03,78734.96,71136.07,5807.17,97533.8,0,0,0,Conventional,2018,Charlotte
5/13/2018,1.659970105,13704.73,16.02,6376.55,204.64,4215.36,0,0,0,Organic,2018,Charlotte
5/20/2018,1.198626743,290771.24,91605.08,88574.34,5754.86,86068.66,0,0,0,Conventional,2018,Charlotte
5/20/2018,1.601079876,14048.54,12.92,6185.21,216.39,4794.69,0,0,0,Organic,2018,Charlotte
5/27/2018,1.326609906,276483.13,91661.92,76080.56,7838.53,81914.83,0,0,0,Conventional,2018,Charlotte
5/27/2018,1.839229108,13462.42,9.55,4817.65,131.27,4838.51,0,0,0,Organic,2018,Charlotte
6/3/2018,1.307652161,264052.99,93319.51,62029.14,6183.78,86393.48,0,0,0,Conventional,2018,Charlotte
6/3/2018,1.799795922,14128.08,8.6,4847,101.06,4796.27,0,0,0,Organic,2018,Charlotte
6/10/2018,1.266986516,274919.38,102235.86,72892.05,5734.18,76408.18,0,0,0,Conventional,2018,Charlotte
6/10/2018,1.811875736,13020.28,53.41,4779.18,93.08,4907.57,0,0,0,Organic,2018,Charlotte
6/17/2018,1.29784648,269857.58,101409.14,60273.05,5599.77,82522.62,0,0,0,Conventional,2018,Charlotte
6/17/2018,1.774330332,13622.57,54.25,4398.68,98.54,4496.37,0,0,0,Organic,2018,Charlotte
6/24/2018,1.358580237,240281.37,77313.86,54926.72,5766,86042.84,0,0,0,Conventional,2018,Charlotte
6/24/2018,1.693827688,14998.81,22.89,5214.87,111.38,5382.43,0,0,0,Organic,2018,Charlotte
7/1/2018,1.255509225,266462.55,87712.58,66058.94,6414.66,84966.64,0,0,0,Conventional,2018,Charlotte
7/1/2018,1.700348277,14179.95,40.74,5159.21,148.21,4862.55,0,0,0,Organic,2018,Charlotte
7/8/2018,1.29744583,261054.81,88255.81,69206.34,6407.46,82933.83,0,0,0,Conventional,2018,Charlotte
7/8/2018,1.66767114,15043.4,17.36,5077.95,103.95,4516.07,0,0,0,Organic,2018,Charlotte
7/15/2018,1.340194798,244097.43,76239.03,62766.3,5639.15,88319.68,0,0,0,Conventional,2018,Charlotte
7/15/2018,1.701233337,15644.6,131.09,5634.95,102.83,5268.12,0,0,0,Organic,2018,Charlotte
7/22/2018,1.353890962,233480.28,75415.66,63537.37,6626.37,74884.66,0,0,0,Conventional,2018,Charlotte
7/22/2018,1.70774328,14460.57,21.63,5154.83,96.34,4952.61,0,0,0,Organic,2018,Charlotte
7/29/2018,1.407295689,233910.92,76234.6,62887.19,5711.97,76730.9,0,0,0,Conventional,2018,Charlotte
7/29/2018,1.708580669,13958.88,12.03,4892.58,103.95,4245.15,0,0,0,Organic,2018,Charlotte
8/5/2018,1.36943005,242721.54,76696.59,64237.78,5772.97,83794.86,0,0,0,Conventional,2018,Charlotte
8/5/2018,1.748270819,13389.83,8.11,5200.78,118.04,2976.75,0,0,0,Organic,2018,Charlotte
8/12/2018,1.314765436,253132.03,84703.26,70283.09,6497.13,79206.6,0,0,0,Conventional,2018,Charlotte
8/12/2018,1.77999084,12517.16,60.24,4690.87,82.43,3228.11,0,0,0,Organic,2018,Charlotte
8/19/2018,1.33082475,256587.07,90765.23,66356.8,6202.99,80446.97,0,0,0,Conventional,2018,Charlotte
8/19/2018,1.828744027,12096.57,27.16,4844.58,138.96,2024.97,0,0,0,Organic,2018,Charlotte
8/26/2018,1.443053053,234832.66,80512.98,62146.89,6057.92,74177.45,0,0,0,Conventional,2018,Charlotte
8/26/2018,1.860887177,13681.29,55.02,5380.77,94.42,5284.67,0,0,0,Organic,2018,Charlotte
9/2/2018,1.404360885,245863.71,79171.87,61591.31,5812.65,87542.02,0,0,0,Conventional,2018,Charlotte
9/2/2018,1.86471821,14875.44,33.4,5468.26,118.33,4926.59,0,0,0,Organic,2018,Charlotte
9/9/2018,1.444541807,243222.54,78971.44,66449.4,6115.51,79740.88,0,0,0,Conventional,2018,Charlotte
9/9/2018,1.870560361,15778.77,67.6,5936.16,157.61,3452.57,0,0,0,Organic,2018,Charlotte
9/16/2018,1.347536685,261217.39,85649.24,65590.8,5811.71,87822.83,0,0,0,Conventional,2018,Charlotte
9/16/2018,1.847278385,15599.24,60.62,4847.03,179,5390.07,0,0,0,Organic,2018,Charlotte
9/23/2018,1.356687158,203523.13,63220.48,56450.93,4863.9,67512.9,0,0,0,Conventional,2018,Charlotte
9/23/2018,1.895380466,12800.57,37.05,5079.99,106.21,3511.87,0,0,0,Organic,2018,Charlotte
9/30/2018,1.311926818,217917.25,68104.4,59586.41,5940.52,68322.61,0,0,0,Conventional,2018,Charlotte
9/30/2018,1.842081843,15717.25,69.73,4535.77,74.82,5760.7,0,0,0,Organic,2018,Charlotte
10/7/2018,1.35080352,212226.22,60860.68,60411.66,6639.78,72975.45,0,0,0,Conventional,2018,Charlotte
10/7/2018,1.821537363,16134.61,40.83,4374.65,107.97,5658.32,0,0,0,Organic,2018,Charlotte
10/14/2018,1.274977618,224521.94,68651.22,63245.15,6350.95,73754.68,0,0,0,Conventional,2018,Charlotte
10/14/2018,1.670306624,14001.74,50.34,3823.2,84.82,7427.05,0,0,0,Organic,2018,Charlotte
10/21/2018,1.253732072,221109.33,74157.48,64364.63,6400.29,65995.56,0,0,0,Conventional,2018,Charlotte
10/21/2018,1.671668719,14803.18,57.84,4059.76,66.9,9123.29,0,0,0,Organic,2018,Charlotte
10/28/2018,0.954408435,293757.95,74541.64,60550.52,5506.56,139464.08,0,0,0,Conventional,2018,Charlotte
10/28/2018,1.548105815,16331.72,25.26,3658.75,75.71,10573.95,0,0,0,Organic,2018,Charlotte
11/4/2018,1.193032164,218270.67,70642.7,61646.05,5526.74,64527.85,0,0,0,Conventional,2018,Charlotte
11/4/2018,1.526857143,16872.58,43.08,3733.01,84.32,10495.54,0,0,0,Organic,2018,Charlotte
11/11/2018,1.212898576,230166.28,80057.65,68909.91,6009.01,62984.22,0,0,0,Conventional,2018,Charlotte
11/11/2018,1.668719813,14381.5,37.36,3853.11,67.22,6963.5,0,0,0,Organic,2018,Charlotte
11/18/2018,1.267646609,194911.04,64197.36,49365.7,3790.6,66392.82,0,0,0,Conventional,2018,Charlotte
11/18/2018,1.675087023,15930.14,33.41,4384.36,91.04,6179.05,0,0,0,Organic,2018,Charlotte
11/25/2018,1.293953915,155928.21,48081,42167.37,3287.14,54337.82,0,0,0,Conventional,2018,Charlotte
11/25/2018,1.657844755,11063.08,41.71,3629.73,44.38,4077.76,0,0,0,Organic,2018,Charlotte
12/2/2018,1.316728844,188066.7,62211.87,42576.23,4383.57,64311.78,0,0,0,Conventional,2018,Charlotte
12/2/2018,1.645057687,13971.4,40.55,4462.86,73.59,5473.1,0,0,0,Organic,2018,Charlotte
12/9/2018,1.249662347,225658.11,77536.8,46871.08,4491.78,77810.25,0,0,0,Conventional,2018,Charlotte
12/9/2018,1.587281303,17961.43,53.52,4846.24,110.4,8020.28,0,0,0,Organic,2018,Charlotte
12/16/2018,1.298460898,186368.08,62523.63,39349.7,3884.97,63000.51,0,0,0,Conventional,2018,Charlotte
12/16/2018,1.480595894,16216.66,155.17,4980.09,78.96,6577.21,0,0,0,Organic,2018,Charlotte
12/23/2018,1.24048391,203824.91,75820.42,40714.43,3955,61874.36,0,0,0,Conventional,2018,Charlotte
12/23/2018,1.561444847,14325.62,63.93,3908.07,88.75,7096.13,0,0,0,Organic,2018,Charlotte
12/30/2018,0.968326399,327747.71,99420.39,53749.2,5297.53,142240.03,0,0,0,Conventional,2018,Charlotte
12/30/2018,1.595512337,13888.12,64.85,3902.83,56.23,5739.52,0,0,0,Organic,2018,Charlotte
1/7/2019,1.161294783,303873.09,117168.75,59339.16,8934.01,87205.58,0,0,0,Conventional,2019,Charlotte
1/7/2019,1.603386839,17914.65,67.52,5062.68,171.46,5797.59,0,0,0,Organic,2019,Charlotte
1/13/2019,1.136878309,311711.25,125311.39,59205.45,8340.49,86532.89,0,0,0,Conventional,2019,Charlotte
1/13/2019,1.558778121,17233.78,74.91,4692.38,85.74,6592.42,0,0,0,Organic,2019,Charlotte
1/20/2019,0.941719105,359001.25,102952.91,50123.36,6468.87,169859.44,0,0,0,Conventional,2019,Charlotte
1/20/2019,1.595506168,15990.05,75.66,4300.88,81.3,7291.72,0,0,0,Organic,2019,Charlotte
1/27/2019,1.117132347,297711.9,121123.93,50524.64,7257.55,86840.27,0,0,0,Conventional,2019,Charlotte
1/27/2019,1.512432477,17493.63,54.84,4487.19,109.48,8350.49,0,0,0,Organic,2019,Charlotte
2/3/2019,0.891408695,433563.82,176482.11,70387.97,8522.9,144863.5,0,0,0,Conventional,2019,Charlotte
2/3/2019,1.610403562,16492.74,59.05,3225.95,44.38,9665.71,0,0,0,Organic,2019,Charlotte
2/10/2019,1.110201787,277250.94,116652.7,47904.15,7023.54,78545.32,0,0,0,Conventional,2019,Charlotte
2/10/2019,1.447068692,19373.14,82.12,4091.68,68.31,10737.56,0,0,0,Organic,2019,Charlotte
2/17/2019,1.152956844,270606.46,119776.55,48772.69,7468,65654.2,0,0,0,Conventional,2019,Charlotte
2/17/2019,1.489455803,15896.8,65.06,3804.2,55.33,9539.81,0,0,0,Organic,2019,Charlotte
2/24/2019,1.179598593,274067.99,118603.99,50008,7546.89,71526.73,0,0,0,Conventional,2019,Charlotte
2/24/2019,1.518893694,15037.02,33.46,3896.58,52.08,9176.91,0,0,0,Organic,2019,Charlotte
3/3/2019,1.104964054,304242.01,136575.53,53687.32,6671.71,77833.8,0,0,0,Conventional,2019,Charlotte
3/3/2019,1.391602356,19066.72,45.75,4739.4,51.01,10268.36,0,0,0,Organic,2019,Charlotte
3/10/2019,1.154987813,288589.21,116747.19,49925.82,7052.8,85556.1,0,0,0,Conventional,2019,Charlotte
3/10/2019,1.401723949,18671.54,58.89,4537.01,58.56,8033.32,0,0,0,Organic,2019,Charlotte
3/17/2019,0.923844894,374928.13,144071.95,48419.6,5654.53,150161.44,0,0,0,Conventional,2019,Charlotte
3/17/2019,1.435108778,16975.64,44.41,4299.56,56.51,10453.71,0,0,0,Organic,2019,Charlotte
3/24/2019,1.118970997,296288.14,129087.36,48847.88,6483.53,87085.02,0,0,0,Conventional,2019,Charlotte
3/24/2019,1.398326599,18113.09,147.31,4475.88,69.57,9064.02,0,0,0,Organic,2019,Charlotte
3/31/2019,1.127076217,299502.48,125957.39,48073.5,6525.21,90046.38,0,0,0,Conventional,2019,Charlotte
3/31/2019,1.602819894,15929.58,52.87,4259.77,53.33,6043.19,0,0,0,Organic,2019,Charlotte
4/7/2019,0.904461622,385153.58,158223.87,57629.71,6481.5,140864.44,0,0,0,Conventional,2019,Charlotte
4/7/2019,1.622404986,16612.32,36.72,3716.81,43.49,8358.22,0,0,0,Organic,2019,Charlotte
4/14/2019,1.418951214,252008.76,100890.87,42151.16,4957.31,81069.11,0,0,0,Conventional,2019,Charlotte
4/14/2019,1.670844812,15013.23,98.69,3520.78,40.34,6904.3,0,0,0,Organic,2019,Charlotte
4/21/2019,1.442001362,261772.4,105280.87,45435.53,5321.6,78731.81,0,0,0,Conventional,2019,Charlotte
4/21/2019,1.786215432,13012.54,65.01,4237.48,43.45,4005.19,0,0,0,Organic,2019,Charlotte
4/28/2019,1.502431325,260116.03,108003.9,46913.45,5964.58,71699.9,0,0,0,Conventional,2019,Charlotte
4/28/2019,1.836474454,14849.98,77.34,4416.09,40.19,7044.61,0,0,0,Organic,2019,Charlotte
5/5/2019,1.235043118,383085.6,156808.26,55518.5,6821.09,136451.97,0,0,0,Conventional,2019,Charlotte
5/5/2019,1.824626681,13816.33,19.13,4343.21,32.6,5517.19,0,0,0,Organic,2019,Charlotte
5/12/2019,1.454541349,263980.12,112943.34,43739.53,5628.81,85180.97,0,0,0,Conventional,2019,Charlotte
5/12/2019,1.693431137,17566.79,72.65,3596.84,19.55,11040.64,0,0,0,Organic,2019,Charlotte
5/19/2019,1.189460513,335898.64,170336.75,60243.28,5620.51,82186.15,0,0,0,Conventional,2019,Charlotte
5/19/2019,1.833666578,14821.88,47.81,4401.68,46.65,8862.59,0,0,0,Organic,2019,Charlotte
5/26/2019,1.49928184,277890.2,114390.18,54008.48,6370.49,87168.8,0,0,0,Conventional,2019,Charlotte
5/26/2019,1.7710165,17733.4,35.62,4528.94,70.5,9747.76,0,0,0,Organic,2019,Charlotte
6/2/2019,1.349276328,290078.78,125348.36,53339,6007.93,87415.25,0,0,0,Conventional,2019,Charlotte
6/2/2019,1.707132826,16163.15,54.97,4531.85,44.42,7197.35,0,0,0,Organic,2019,Charlotte
6/9/2019,1.409839802,269655.31,116120.81,48596.85,5402.32,81736.73,0,0,0,Conventional,2019,Charlotte
6/9/2019,1.63194525,16180.24,57.65,4253.66,50.91,8882.3,0,0,0,Organic,2019,Charlotte
6/16/2019,1.578474281,247367.96,90130.71,48504.67,5072.62,86681.95,0,0,0,Conventional,2019,Charlotte
6/16/2019,1.80486653,13243.41,32.51,4074.11,40.09,7998.62,0,0,0,Organic,2019,Charlotte
6/23/2019,1.635115191,244360.09,92434.98,43938.83,4972.51,86930.06,0,0,0,Conventional,2019,Charlotte
6/23/2019,2.055585407,10230.6,33.84,4168.96,35.75,5598.84,0,0,0,Organic,2019,Charlotte
6/30/2019,1.663419329,230469.45,90115.69,46658.23,5458.64,72670.92,0,0,0,Conventional,2019,Charlotte
6/30/2019,1.799287747,15746.69,21.26,4640.86,39.02,10252.01,0,0,0,Organic,2019,Charlotte
7/7/2019,1.673313658,257801.64,99454.5,51690.56,6110.46,84224.45,0,0,0,Conventional,2019,Charlotte
7/7/2019,1.959079519,14152.12,29.79,4346.11,43.36,5879.29,0,0,0,Organic,2019,Charlotte
7/14/2019,1.662255074,238246.05,81788.18,46181.76,5648.66,87369.76,0,0,0,Conventional,2019,Charlotte
7/14/2019,2.114367739,11504.81,49.31,4553.81,57.45,4235.6,0,0,0,Organic,2019,Charlotte
7/21/2019,1.685965122,234818.74,83379.97,45567.8,5496.51,83123.55,0,0,0,Conventional,2019,Charlotte
7/21/2019,1.867088415,14812.37,59.56,3518.52,32.53,5424.51,0,0,0,Organic,2019,Charlotte
7/28/2019,1.652316202,230063.14,86882.34,42652.41,5377.46,79044.21,0,0,0,Conventional,2019,Charlotte
7/28/2019,2.058036444,13197.08,14.01,3422.96,45.53,6870.82,0,0,0,Organic,2019,Charlotte
8/4/2019,1.613749432,228915.6,84009.16,42255.48,5243.88,78895.36,0,0,0,Conventional,2019,Charlotte
8/4/2019,1.990287326,16145.53,19.1,3429.5,27.1,8439.11,0,0,0,Organic,2019,Charlotte
8/11/2019,1.568568049,235247.59,85359.34,43946.58,5327.85,81817.21,0,0,0,Conventional,2019,Charlotte
8/11/2019,2.014956274,15839.81,19.11,3019.12,40.14,8199.97,0,0,0,Organic,2019,Charlotte
8/18/2019,1.455953198,252839.61,100479.05,44949.46,5693.76,81062.24,0,0,0,Conventional,2019,Charlotte
8/18/2019,2.020240139,14795.89,73.79,3364.59,27.13,5591.68,0,0,0,Organic,2019,Charlotte
8/25/2019,1.366302105,269872.95,116544.82,46495.87,5424.61,74504.19,0,0,0,Conventional,2019,Charlotte
8/25/2019,1.915472625,15088.82,89.85,3004.71,21.71,4919.99,0,0,0,Organic,2019,Charlotte
9/1/2019,1.451026473,254933.73,91722.06,44679.75,5220.15,94183.82,0,0,0,Conventional,2019,Charlotte
9/1/2019,1.98235897,13872.52,80.4,3260.05,58.66,4613.02,0,0,0,Organic,2019,Charlotte
9/8/2019,1.417268348,254715.2,110973.73,42602.13,4807.79,75955.84,0,0,0,Conventional,2019,Charlotte
9/8/2019,1.815486059,15389.3,60.24,2810.59,21.71,5505.37,0,0,0,Organic,2019,Charlotte
9/15/2019,1.450273494,241714.59,91518.91,39607.28,4700.18,74866.2,0,0,0,Conventional,2019,Charlotte
9/15/2019,1.819345041,15153.55,19.46,2993.21,32.56,6942.11,0,0,0,Organic,2019,Charlotte
9/22/2019,1.405294309,242275.06,84558.77,45713.6,4884.72,78144.53,0,0,0,Conventional,2019,Charlotte
9/22/2019,1.399569491,20935.43,41.87,3229.6,29.31,7644.36,0,0,0,Organic,2019,Charlotte
9/29/2019,1.391194317,248406.36,85408.27,52486.82,4657.2,75158.74,0,0,0,Conventional,2019,Charlotte
9/29/2019,1.638266929,17772.72,28.98,2816.75,32.54,6774.41,0,0,0,Organic,2019,Charlotte
10/6/2019,1.341275874,243110.35,79828.44,51703.7,4248.32,79947.61,0,0,0,Conventional,2019,Charlotte
10/6/2019,1.712475734,15087.28,15.99,3119.82,10.85,6209.11,0,0,0,Organic,2019,Charlotte
10/13/2019,1.336233337,240600.98,93414.45,47087.08,4602.37,68331.48,0,0,0,Conventional,2019,Charlotte
10/13/2019,1.611478849,15628.24,19.48,2900.92,23.83,6920.47,0,0,0,Organic,2019,Charlotte
10/20/2019,1.293456656,223942.8,74838.3,41359.73,2411.23,76824.4,0,0,0,Conventional,2019,Charlotte
10/20/2019,1.577811337,15979.38,15.56,2670.79,42.24,6750.87,0,0,0,Organic,2019,Charlotte
10/27/2019,1.099040252,270938.43,95864.93,44335.92,2140.62,95338.02,0,0,0,Conventional,2019,Charlotte
10/27/2019,1.541566414,15719.88,17.99,2570.83,34.64,5663.68,0,0,0,Organic,2019,Charlotte
11/3/2019,1.253577674,226410.56,84086.28,34675.8,1945.03,74586.14,0,0,0,Conventional,2019,Charlotte
11/3/2019,1.5702075,15319.63,54.78,2413.96,25.97,6900.54,0,0,0,Organic,2019,Charlotte
11/10/2019,1.252664441,223064.28,79510.05,36492.41,1834.13,77495.88,0,0,0,Conventional,2019,Charlotte
11/10/2019,1.626355478,15328.07,37.57,2585.13,15.15,6593.47,0,0,0,Organic,2019,Charlotte
11/17/2019,1.153440622,239895.9,91536.12,37862.57,1859.23,80455.15,0,0,0,Conventional,2019,Charlotte
11/17/2019,1.741957914,12894.49,49.55,2440.84,15.3,4284.55,0,0,0,Organic,2019,Charlotte
11/24/2019,1.227068264,208144.15,77447,31192.93,1360.97,71543.24,0,0,0,Conventional,2019,Charlotte
11/24/2019,1.777413359,11253.41,51.35,2399.52,23,3877.33,0,0,0,Organic,2019,Charlotte
12/1/2019,1.251866891,199981.94,76751.67,31546.99,1667.13,65910.64,0,0,0,Conventional,2019,Charlotte
12/1/2019,1.770323516,10114.67,4.32,2314.44,32.93,3875.97,0,0,0,Organic,2019,Charlotte
12/8/2019,1.121084779,241727.07,98144.74,37653.08,1692.29,80318.54,0,0,0,Conventional,2019,Charlotte
12/8/2019,1.722164747,11712.87,46.17,2259.57,22.98,5328.94,0,0,0,Organic,2019,Charlotte
12/15/2019,1.171705396,216296.99,80998.52,32904.67,1379.83,73663.57,0,0,0,Conventional,2019,Charlotte
12/15/2019,1.700019238,11984.66,31.72,3096.09,30.22,7436.84,0,0,0,Organic,2019,Charlotte
